Programme course id,Programme code,Study Year,Academic Year,Course,Course Type
100342023-20241295,10034,2.0,2023-2024,1295,elective
100342023-20241249,10034,2.0,2023-2024,1249,elective
100342023-20241209,10034,2.0,2023-2024,1209,elective
100342023-20241067,10034,2.0,2023-2024,1067,elective
100342023-20241050,10034,2.0,2023-2024,1050,elective
100412013-20141046,10041,1.0,2013-2014,1046,compulsory
100412013-20141232,10041,1.0,2013-2014,1232,compulsory-elective
100412013-20141107,10041,1.0,2013-2014,1107,compulsory-elective
100412013-20141280,10041,1.0,2013-2014,1280,elective
100412013-20141236,10041,1.0,2013-2014,1236,elective
100412013-20141234,10041,1.0,2013-2014,1234,elective
100412013-20141219,10041,1.0,2013-2014,1219,elective
100412013-20141206,10041,1.0,2013-2014,1206,elective
100412013-20141092,10041,1.0,2013-2014,1092,elective
100412014-20151294,10041,1.0,2014-2015,1294,compulsory
100412014-20151202,10041,1.0,2014-2015,1202,compulsory-elective
100412014-20151201,10041,1.0,2014-2015,1201,compulsory-elective
100412014-20151099,10041,1.0,2014-2015,1099,compulsory-elective
100412014-20151005,10041,1.0,2014-2015,1005,compulsory-elective
100412014-20151266,10041,1.0,2014-2015,1266,elective
100412014-20151228,10041,1.0,2014-2015,1228,elective
100412014-20151205,10041,1.0,2014-2015,1205,elective
100412014-20151195,10041,1.0,2014-2015,1195,elective
100412014-20151164,10041,1.0,2014-2015,1164,elective
100412014-20151121,10041,1.0,2014-2015,1121,elective
100412015-20161277,10041,1.0,2015-2016,1277,compulsory
100412015-20161276,10041,1.0,2015-2016,1276,compulsory
100412015-20161156,10041,1.0,2015-2016,1156,compulsory-elective
100412015-20161135,10041,1.0,2015-2016,1135,compulsory-elective
100412015-20161057,10041,1.0,2015-2016,1057,compulsory-elective
100412015-20161202,10041,1.0,2015-2016,1202,elective
100412015-20161109,10041,1.0,2015-2016,1109,elective
100412015-20161061,10041,1.0,2015-2016,1061,elective
100412015-20161023,10041,1.0,2015-2016,1023,elective
100412015-20161016,10041,1.0,2015-2016,1016,elective
100412016-20171045,10041,1.0,2016-2017,1045,compulsory
100412016-20171175,10041,1.0,2016-2017,1175,compulsory-elective
100412016-20171035,10041,1.0,2016-2017,1035,compulsory-elective
100412016-20171290,10041,1.0,2016-2017,1290,elective
100412016-20171264,10041,1.0,2016-2017,1264,elective
100412016-20171225,10041,1.0,2016-2017,1225,elective
100412016-20171209,10041,1.0,2016-2017,1209,elective
100412016-20171184,10041,1.0,2016-2017,1184,elective
100412016-20171172,10041,1.0,2016-2017,1172,elective
100412017-20181098,10041,1.0,2017-2018,1098,compulsory
100412017-20181011,10041,1.0,2017-2018,1011,compulsory
100412017-20181277,10041,1.0,2017-2018,1277,compulsory-elective
100412017-20181260,10041,1.0,2017-2018,1260,compulsory-elective
100412017-20181147,10041,1.0,2017-2018,1147,compulsory-elective
100412017-20181029,10041,1.0,2017-2018,1029,compulsory-elective
100412017-20181298,10041,1.0,2017-2018,1298,elective
100412017-20181249,10041,1.0,2017-2018,1249,elective
100412017-20181233,10041,1.0,2017-2018,1233,elective
100412017-20181134,10041,1.0,2017-2018,1134,elective
100412017-20181105,10041,1.0,2017-2018,1105,elective
100412017-20181006,10041,1.0,2017-2018,1006,elective
100412018-20191281,10041,1.0,2018-2019,1281,compulsory
100412018-20191257,10041,1.0,2018-2019,1257,compulsory
100412018-20191220,10041,1.0,2018-2019,1220,compulsory-elective
100412018-20191107,10041,1.0,2018-2019,1107,compulsory-elective
100412018-20191060,10041,1.0,2018-2019,1060,compulsory-elective
100412018-20191022,10041,1.0,2018-2019,1022,compulsory-elective
100412018-20191296,10041,1.0,2018-2019,1296,elective
100412018-20191269,10041,1.0,2018-2019,1269,elective
100412018-20191252,10041,1.0,2018-2019,1252,elective
100412018-20191080,10041,1.0,2018-2019,1080,elective
100412018-20191044,10041,1.0,2018-2019,1044,elective
100412018-20191015,10041,1.0,2018-2019,1015,elective
100412019-20201180,10041,1.0,2019-2020,1180,compulsory
100412019-20201105,10041,1.0,2019-2020,1105,compulsory
100412019-20201194,10041,1.0,2019-2020,1194,compulsory-elective
100412019-20201176,10041,1.0,2019-2020,1176,compulsory-elective
100412019-20201107,10041,1.0,2019-2020,1107,compulsory-elective
100412019-20201094,10041,1.0,2019-2020,1094,compulsory-elective
100412019-20201274,10041,1.0,2019-2020,1274,elective
100412019-20201263,10041,1.0,2019-2020,1263,elective
100412019-20201230,10041,1.0,2019-2020,1230,elective
100412019-20201122,10041,1.0,2019-2020,1122,elective
100412019-20201090,10041,1.0,2019-2020,1090,elective
100412019-20201025,10041,1.0,2019-2020,1025,elective
100412020-20211297,10041,1.0,2020-2021,1297,compulsory
100412020-20211085,10041,1.0,2020-2021,1085,compulsory-elective
100412020-20211055,10041,1.0,2020-2021,1055,compulsory-elective
100412020-20211189,10041,1.0,2020-2021,1189,elective
100412020-20211124,10041,1.0,2020-2021,1124,elective
100412020-20211115,10041,1.0,2020-2021,1115,elective
100412020-20211104,10041,1.0,2020-2021,1104,elective
100412021-20221185,10041,1.0,2021-2022,1185,compulsory
100412021-20221134,10041,1.0,2021-2022,1134,compulsory
100412021-20221235,10041,1.0,2021-2022,1235,compulsory-elective
100412021-20221226,10041,1.0,2021-2022,1226,compulsory-elective
100412021-20221123,10041,1.0,2021-2022,1123,compulsory-elective
100412021-20221065,10041,1.0,2021-2022,1065,compulsory-elective
100412021-20221281,10041,1.0,2021-2022,1281,compulsory-elective
100412021-20221118,10041,1.0,2021-2022,1118,compulsory-elective
100412021-20221079,10041,1.0,2021-2022,1079,compulsory-elective
100412021-20221025,10041,1.0,2021-2022,1025,compulsory-elective
100412022-20231181,10041,1.0,2022-2023,1181,compulsory
100412022-20231270,10041,1.0,2022-2023,1270,compulsory-elective
100412022-20231145,10041,1.0,2022-2023,1145,compulsory-elective
100412022-20231073,10041,1.0,2022-2023,1073,compulsory-elective
100412022-20231004,10041,1.0,2022-2023,1004,compulsory-elective
100412022-20231183,10041,1.0,2022-2023,1183,elective
100412022-20231173,10041,1.0,2022-2023,1173,elective
100412022-20231171,10041,1.0,2022-2023,1171,elective
100412022-20231164,10041,1.0,2022-2023,1164,elective
100412022-20231012,10041,1.0,2022-2023,1012,elective
100412023-20241160,10041,1.0,2023-2024,1160,compulsory
100412023-20241062,10041,1.0,2023-2024,1062,compulsory
100412023-20241210,10041,1.0,2023-2024,1210,compulsory
100412023-20241091,10041,1.0,2023-2024,1091,compulsory
100412023-20241205,10041,1.0,2023-2024,1205,elective
100412023-20241191,10041,1.0,2023-2024,1191,elective
100412023-20241181,10041,1.0,2023-2024,1181,elective
100412023-20241130,10041,1.0,2023-2024,1130,elective
100412013-20141078,10041,2.0,2013-2014,1078,compulsory
100412013-20141049,10041,2.0,2013-2014,1049,compulsory
100412013-20141156,10041,2.0,2013-2014,1156,compulsory
100412013-20141131,10041,2.0,2013-2014,1131,compulsory
100412013-20141295,10041,2.0,2013-2014,1295,elective
100412013-20141257,10041,2.0,2013-2014,1257,elective
100412013-20141239,10041,2.0,2013-2014,1239,elective
100412013-20141217,10041,2.0,2013-2014,1217,elective
100412013-20141088,10041,2.0,2013-2014,1088,elective
100412014-20151097,10041,2.0,2014-2015,1097,compulsory
100412014-20151284,10041,2.0,2014-2015,1284,compulsory-elective
100412014-20151225,10041,2.0,2014-2015,1225,compulsory-elective
100412014-20151048,10041,2.0,2014-2015,1048,compulsory-elective
100412014-20151262,10041,2.0,2014-2015,1262,elective
100412014-20151218,10041,2.0,2014-2015,1218,elective
100412014-20151035,10041,2.0,2014-2015,1035,elective
100412014-20151027,10041,2.0,2014-2015,1027,elective
100412015-20161073,10041,2.0,2015-2016,1073,compulsory
100412015-20161169,10041,2.0,2015-2016,1169,compulsory-elective
100412015-20161127,10041,2.0,2015-2016,1127,compulsory-elective
100412015-20161105,10041,2.0,2015-2016,1105,compulsory-elective
100412015-20161050,10041,2.0,2015-2016,1050,compulsory-elective
100412015-20161294,10041,2.0,2015-2016,1294,elective
100412015-20161172,10041,2.0,2015-2016,1172,elective
100412015-20161164,10041,2.0,2015-2016,1164,elective
100412015-20161118,10041,2.0,2015-2016,1118,elective
100412015-20161042,10041,2.0,2015-2016,1042,elective
100412015-20161015,10041,2.0,2015-2016,1015,elective
100412016-20171256,10041,2.0,2016-2017,1256,compulsory
100412016-20171006,10041,2.0,2016-2017,1006,compulsory
100412016-20171143,10041,2.0,2016-2017,1143,compulsory-elective
100412016-20171059,10041,2.0,2016-2017,1059,compulsory-elective
100412016-20171058,10041,2.0,2016-2017,1058,compulsory-elective
100412016-20171047,10041,2.0,2016-2017,1047,compulsory-elective
100412016-20171269,10041,2.0,2016-2017,1269,elective
100412016-20171134,10041,2.0,2016-2017,1134,elective
100412016-20171068,10041,2.0,2016-2017,1068,elective
100412016-20171043,10041,2.0,2016-2017,1043,elective
100412016-20171021,10041,2.0,2016-2017,1021,elective
100412017-20181237,10041,2.0,2017-2018,1237,compulsory
100412017-20181229,10041,2.0,2017-2018,1229,compulsory
100412017-20181176,10041,2.0,2017-2018,1176,compulsory
100412017-20181014,10041,2.0,2017-2018,1014,compulsory
100412017-20181224,10041,2.0,2017-2018,1224,elective
100412017-20181093,10041,2.0,2017-2018,1093,elective
100412017-20181086,10041,2.0,2017-2018,1086,elective
100412017-20181083,10041,2.0,2017-2018,1083,elective
100412017-20181012,10041,2.0,2017-2018,1012,elective
100412018-20191249,10041,2.0,2018-2019,1249,compulsory
100412018-20191073,10041,2.0,2018-2019,1073,compulsory
100412018-20191294,10041,2.0,2018-2019,1294,compulsory-elective
100412018-20191287,10041,2.0,2018-2019,1287,compulsory-elective
100412018-20191172,10041,2.0,2018-2019,1172,compulsory-elective
100412018-20191006,10041,2.0,2018-2019,1006,compulsory-elective
100412018-20191223,10041,2.0,2018-2019,1223,compulsory-elective
100412018-20191183,10041,2.0,2018-2019,1183,compulsory-elective
100412018-20191074,10041,2.0,2018-2019,1074,compulsory-elective
100412018-20191038,10041,2.0,2018-2019,1038,compulsory-elective
100412019-20201239,10041,2.0,2019-2020,1239,compulsory
100412019-20201174,10041,2.0,2019-2020,1174,compulsory
100412019-20201148,10041,2.0,2019-2020,1148,compulsory
100412019-20201030,10041,2.0,2019-2020,1030,compulsory
100412019-20201225,10041,2.0,2019-2020,1225,elective
100412019-20201172,10041,2.0,2019-2020,1172,elective
100412019-20201111,10041,2.0,2019-2020,1111,elective
100412019-20201090,10041,2.0,2019-2020,1090,elective
100412020-20211299,10041,2.0,2020-2021,1299,compulsory
100412020-20211221,10041,2.0,2020-2021,1221,compulsory-elective
100412020-20211196,10041,2.0,2020-2021,1196,compulsory-elective
100412020-20211031,10041,2.0,2020-2021,1031,compulsory-elective
100412020-20211293,10041,2.0,2020-2021,1293,elective
100412020-20211290,10041,2.0,2020-2021,1290,elective
100412020-20211262,10041,2.0,2020-2021,1262,elective
100412020-20211188,10041,2.0,2020-2021,1188,elective
100412020-20211170,10041,2.0,2020-2021,1170,elective
100412020-20211024,10041,2.0,2020-2021,1024,elective
100412021-20221086,10041,2.0,2021-2022,1086,compulsory
100412021-20221225,10041,2.0,2021-2022,1225,compulsory-elective
100412021-20221032,10041,2.0,2021-2022,1032,compulsory-elective
100412021-20221204,10041,2.0,2021-2022,1204,elective
100412021-20221134,10041,2.0,2021-2022,1134,elective
100412021-20221087,10041,2.0,2021-2022,1087,elective
100412021-20221082,10041,2.0,2021-2022,1082,elective
100412021-20221072,10041,2.0,2021-2022,1072,elective
100412022-20231225,10041,2.0,2022-2023,1225,compulsory
100412022-20231032,10041,2.0,2022-2023,1032,compulsory
100412022-20231296,10041,2.0,2022-2023,1296,compulsory-elective
100412022-20231290,10041,2.0,2022-2023,1290,compulsory-elective
100412022-20231287,10041,2.0,2022-2023,1287,compulsory-elective
100412022-20231281,10041,2.0,2022-2023,1281,compulsory-elective
100412022-20231254,10041,2.0,2022-2023,1254,compulsory-elective
100412022-20231172,10041,2.0,2022-2023,1172,compulsory-elective
100412022-20231136,10041,2.0,2022-2023,1136,compulsory-elective
100412022-20231022,10041,2.0,2022-2023,1022,compulsory-elective
100412023-20241223,10041,2.0,2023-2024,1223,compulsory
100412023-20241075,10041,2.0,2023-2024,1075,compulsory
100412023-20241292,10041,2.0,2023-2024,1292,compulsory
100412023-20241229,10041,2.0,2023-2024,1229,compulsory
100412023-20241282,10041,2.0,2023-2024,1282,elective
100412023-20241267,10041,2.0,2023-2024,1267,elective
100412023-20241249,10041,2.0,2023-2024,1249,elective
100412023-20241214,10041,2.0,2023-2024,1214,elective
100412023-20241143,10041,2.0,2023-2024,1143,elective
100412023-20241011,10041,2.0,2023-2024,1011,elective
100422013-20141254,10042,1.0,2013-2014,1254,compulsory
100422013-20141166,10042,1.0,2013-2014,1166,compulsory
100422013-20141207,10042,1.0,2013-2014,1207,compulsory-elective
100422013-20141180,10042,1.0,2013-2014,1180,compulsory-elective
100422013-20141130,10042,1.0,2013-2014,1130,compulsory-elective
100422013-20141051,10042,1.0,2013-2014,1051,compulsory-elective
100422013-20141239,10042,1.0,2013-2014,1239,elective
100422013-20141221,10042,1.0,2013-2014,1221,elective
100422013-20141173,10042,1.0,2013-2014,1173,elective
100422013-20141136,10042,1.0,2013-2014,1136,elective
100422013-20141080,10042,1.0,2013-2014,1080,elective
100422013-20141036,10042,1.0,2013-2014,1036,elective
100422014-20151255,10042,1.0,2014-2015,1255,compulsory
100422014-20151192,10042,1.0,2014-2015,1192,compulsory
100422014-20151218,10042,1.0,2014-2015,1218,compulsory-elective
100422014-20151203,10042,1.0,2014-2015,1203,compulsory-elective
100422014-20151064,10042,1.0,2014-2015,1064,compulsory-elective
100422014-20151041,10042,1.0,2014-2015,1041,compulsory-elective
100422014-20151256,10042,1.0,2014-2015,1256,elective
100422014-20151126,10042,1.0,2014-2015,1126,elective
100422014-20151125,10042,1.0,2014-2015,1125,elective
100422014-20151103,10042,1.0,2014-2015,1103,elective
100422014-20151039,10042,1.0,2014-2015,1039,elective
100422015-20161124,10042,1.0,2015-2016,1124,compulsory
100422015-20161117,10042,1.0,2015-2016,1117,compulsory-elective
100422015-20161105,10042,1.0,2015-2016,1105,compulsory-elective
100422015-20161066,10042,1.0,2015-2016,1066,compulsory-elective
100422015-20161051,10042,1.0,2015-2016,1051,compulsory-elective
100422015-20161247,10042,1.0,2015-2016,1247,elective
100422015-20161222,10042,1.0,2015-2016,1222,elective
100422015-20161161,10042,1.0,2015-2016,1161,elective
100422015-20161047,10042,1.0,2015-2016,1047,elective
100422015-20161041,10042,1.0,2015-2016,1041,elective
100422016-20171107,10042,1.0,2016-2017,1107,compulsory
100422016-20171225,10042,1.0,2016-2017,1225,compulsory-elective
100422016-20171008,10042,1.0,2016-2017,1008,compulsory-elective
100422016-20171245,10042,1.0,2016-2017,1245,elective
100422016-20171136,10042,1.0,2016-2017,1136,elective
100422016-20171112,10042,1.0,2016-2017,1112,elective
100422016-20171052,10042,1.0,2016-2017,1052,elective
100422016-20171048,10042,1.0,2016-2017,1048,elective
100422016-20171033,10042,1.0,2016-2017,1033,elective
100422017-20181120,10042,1.0,2017-2018,1120,compulsory
100422017-20181008,10042,1.0,2017-2018,1008,compulsory
100422017-20181273,10042,1.0,2017-2018,1273,compulsory-elective
100422017-20181196,10042,1.0,2017-2018,1196,compulsory-elective
100422017-20181075,10042,1.0,2017-2018,1075,compulsory-elective
100422017-20181073,10042,1.0,2017-2018,1073,compulsory-elective
100422017-20181291,10042,1.0,2017-2018,1291,elective
100422017-20181265,10042,1.0,2017-2018,1265,elective
100422017-20181252,10042,1.0,2017-2018,1252,elective
100422017-20181218,10042,1.0,2017-2018,1218,elective
100422017-20181154,10042,1.0,2017-2018,1154,elective
100422018-20191005,10042,1.0,2018-2019,1005,compulsory
100422018-20191190,10042,1.0,2018-2019,1190,compulsory-elective
100422018-20191111,10042,1.0,2018-2019,1111,compulsory-elective
100422018-20191022,10042,1.0,2018-2019,1022,compulsory-elective
100422018-20191201,10042,1.0,2018-2019,1201,elective
100422018-20191164,10042,1.0,2018-2019,1164,elective
100422018-20191140,10042,1.0,2018-2019,1140,elective
100422018-20191129,10042,1.0,2018-2019,1129,elective
100422018-20191121,10042,1.0,2018-2019,1121,elective
100422019-20201185,10042,1.0,2019-2020,1185,compulsory
100422019-20201290,10042,1.0,2019-2020,1290,compulsory-elective
100422019-20201197,10042,1.0,2019-2020,1197,compulsory-elective
100422019-20201067,10042,1.0,2019-2020,1067,compulsory-elective
100422019-20201005,10042,1.0,2019-2020,1005,compulsory-elective
100422019-20201279,10042,1.0,2019-2020,1279,elective
100422019-20201276,10042,1.0,2019-2020,1276,elective
100422019-20201191,10042,1.0,2019-2020,1191,elective
100422019-20201136,10042,1.0,2019-2020,1136,elective
100422019-20201135,10042,1.0,2019-2020,1135,elective
100422019-20201055,10042,1.0,2019-2020,1055,elective
100422020-20211283,10042,1.0,2020-2021,1283,compulsory
100422020-20211290,10042,1.0,2020-2021,1290,compulsory-elective
100422020-20211249,10042,1.0,2020-2021,1249,compulsory-elective
100422020-20211297,10042,1.0,2020-2021,1297,elective
100422020-20211145,10042,1.0,2020-2021,1145,elective
100422020-20211092,10042,1.0,2020-2021,1092,elective
100422020-20211014,10042,1.0,2020-2021,1014,elective
100422021-20221082,10042,1.0,2021-2022,1082,compulsory
100422021-20221112,10042,1.0,2021-2022,1112,compulsory-elective
100422021-20221079,10042,1.0,2021-2022,1079,compulsory-elective
100422021-20221230,10042,1.0,2021-2022,1230,elective
100422021-20221218,10042,1.0,2021-2022,1218,elective
100422021-20221166,10042,1.0,2021-2022,1166,elective
100422021-20221104,10042,1.0,2021-2022,1104,elective
100422021-20221013,10042,1.0,2021-2022,1013,elective
100422022-20231244,10042,1.0,2022-2023,1244,compulsory
100422022-20231245,10042,1.0,2022-2023,1245,compulsory-elective
100422022-20231214,10042,1.0,2022-2023,1214,compulsory-elective
100422022-20231265,10042,1.0,2022-2023,1265,elective
100422022-20231183,10042,1.0,2022-2023,1183,elective
100422022-20231126,10042,1.0,2022-2023,1126,elective
100422022-20231066,10042,1.0,2022-2023,1066,elective
100422022-20231051,10042,1.0,2022-2023,1051,elective
100422022-20231018,10042,1.0,2022-2023,1018,elective
100422023-20241169,10042,1.0,2023-2024,1169,compulsory
100422023-20241159,10042,1.0,2023-2024,1159,compulsory
100422023-20241184,10042,1.0,2023-2024,1184,compulsory
100422023-20241133,10042,1.0,2023-2024,1133,compulsory
100422023-20241241,10042,1.0,2023-2024,1241,elective
100422023-20241215,10042,1.0,2023-2024,1215,elective
100422023-20241197,10042,1.0,2023-2024,1197,elective
100422023-20241011,10042,1.0,2023-2024,1011,elective
100422013-20141240,10042,2.0,2013-2014,1240,compulsory
100422013-20141176,10042,2.0,2013-2014,1176,compulsory
100422013-20141298,10042,2.0,2013-2014,1298,compulsory-elective
100422013-20141247,10042,2.0,2013-2014,1247,compulsory-elective
100422013-20141228,10042,2.0,2013-2014,1228,compulsory-elective
100422013-20141026,10042,2.0,2013-2014,1026,compulsory-elective
100422013-20141218,10042,2.0,2013-2014,1218,elective
100422013-20141128,10042,2.0,2013-2014,1128,elective
100422013-20141087,10042,2.0,2013-2014,1087,elective
100422013-20141074,10042,2.0,2013-2014,1074,elective
100422013-20141064,10042,2.0,2013-2014,1064,elective
100422013-20141029,10042,2.0,2013-2014,1029,elective
100422014-20151228,10042,2.0,2014-2015,1228,compulsory
100422014-20151286,10042,2.0,2014-2015,1286,compulsory-elective
100422014-20151168,10042,2.0,2014-2015,1168,compulsory-elective
100422014-20151156,10042,2.0,2014-2015,1156,compulsory-elective
100422014-20151078,10042,2.0,2014-2015,1078,compulsory-elective
100422014-20151257,10042,2.0,2014-2015,1257,compulsory-elective
100422014-20151010,10042,2.0,2014-2015,1010,compulsory-elective
100422014-20151009,10042,2.0,2014-2015,1009,compulsory-elective
100422014-20151007,10042,2.0,2014-2015,1007,compulsory-elective
100422015-20161279,10042,2.0,2015-2016,1279,compulsory
100422015-20161224,10042,2.0,2015-2016,1224,compulsory
100422015-20161116,10042,2.0,2015-2016,1116,compulsory-elective
100422015-20161086,10042,2.0,2015-2016,1086,compulsory-elective
100422015-20161023,10042,2.0,2015-2016,1023,compulsory-elective
100422015-20161234,10042,2.0,2015-2016,1234,elective
100422015-20161151,10042,2.0,2015-2016,1151,elective
100422015-20161128,10042,2.0,2015-2016,1128,elective
100422015-20161030,10042,2.0,2015-2016,1030,elective
100422015-20161009,10042,2.0,2015-2016,1009,elective
100422016-20171248,10042,2.0,2016-2017,1248,compulsory
100422016-20171208,10042,2.0,2016-2017,1208,compulsory
100422016-20171159,10042,2.0,2016-2017,1159,compulsory
100422016-20171080,10042,2.0,2016-2017,1080,compulsory
100422016-20171179,10042,2.0,2016-2017,1179,elective
100422016-20171148,10042,2.0,2016-2017,1148,elective
100422016-20171132,10042,2.0,2016-2017,1132,elective
100422016-20171085,10042,2.0,2016-2017,1085,elective
100422016-20171053,10042,2.0,2016-2017,1053,elective
100422016-20171036,10042,2.0,2016-2017,1036,elective
100422017-20181260,10042,2.0,2017-2018,1260,compulsory
100422017-20181060,10042,2.0,2017-2018,1060,compulsory
100422017-20181218,10042,2.0,2017-2018,1218,compulsory-elective
100422017-20181165,10042,2.0,2017-2018,1165,compulsory-elective
100422017-20181011,10042,2.0,2017-2018,1011,compulsory-elective
100422017-20181216,10042,2.0,2017-2018,1216,elective
100422017-20181120,10042,2.0,2017-2018,1120,elective
100422017-20181049,10042,2.0,2017-2018,1049,elective
100422017-20181036,10042,2.0,2017-2018,1036,elective
100422018-20191286,10042,2.0,2018-2019,1286,compulsory
100422018-20191274,10042,2.0,2018-2019,1274,compulsory
100422018-20191222,10042,2.0,2018-2019,1222,compulsory-elective
100422018-20191206,10042,2.0,2018-2019,1206,compulsory-elective
100422018-20191058,10042,2.0,2018-2019,1058,compulsory-elective
100422018-20191248,10042,2.0,2018-2019,1248,elective
100422018-20191219,10042,2.0,2018-2019,1219,elective
100422018-20191098,10042,2.0,2018-2019,1098,elective
100422018-20191049,10042,2.0,2018-2019,1049,elective
100422019-20201285,10042,2.0,2019-2020,1285,compulsory
100422019-20201252,10042,2.0,2019-2020,1252,compulsory-elective
100422019-20201104,10042,2.0,2019-2020,1104,compulsory-elective
100422019-20201282,10042,2.0,2019-2020,1282,elective
100422019-20201235,10042,2.0,2019-2020,1235,elective
100422019-20201215,10042,2.0,2019-2020,1215,elective
100422019-20201107,10042,2.0,2019-2020,1107,elective
100422019-20201084,10042,2.0,2019-2020,1084,elective
100422019-20201045,10042,2.0,2019-2020,1045,elective
100422020-20211297,10042,2.0,2020-2021,1297,compulsory
100422020-20211171,10042,2.0,2020-2021,1171,compulsory-elective
100422020-20211100,10042,2.0,2020-2021,1100,compulsory-elective
100422020-20211005,10042,2.0,2020-2021,1005,compulsory-elective
100422020-20211272,10042,2.0,2020-2021,1272,elective
100422020-20211263,10042,2.0,2020-2021,1263,elective
100422020-20211207,10042,2.0,2020-2021,1207,elective
100422020-20211175,10042,2.0,2020-2021,1175,elective
100422020-20211156,10042,2.0,2020-2021,1156,elective
100422021-20221204,10042,2.0,2021-2022,1204,compulsory
100422021-20221109,10042,2.0,2021-2022,1109,compulsory
100422021-20221223,10042,2.0,2021-2022,1223,compulsory-elective
100422021-20221179,10042,2.0,2021-2022,1179,compulsory-elective
100422021-20221152,10042,2.0,2021-2022,1152,compulsory-elective
100422021-20221157,10042,2.0,2021-2022,1157,elective
100422021-20221140,10042,2.0,2021-2022,1140,elective
100422021-20221064,10042,2.0,2021-2022,1064,elective
100422021-20221056,10042,2.0,2021-2022,1056,elective
100422021-20221014,10042,2.0,2021-2022,1014,elective
100422022-20231090,10042,2.0,2022-2023,1090,compulsory
100422022-20231213,10042,2.0,2022-2023,1213,compulsory-elective
100422022-20231155,10042,2.0,2022-2023,1155,compulsory-elective
100422022-20231112,10042,2.0,2022-2023,1112,compulsory-elective
100422022-20231037,10042,2.0,2022-2023,1037,compulsory-elective
100422022-20231227,10042,2.0,2022-2023,1227,compulsory-elective
100422022-20231118,10042,2.0,2022-2023,1118,compulsory-elective
100422022-20231038,10042,2.0,2022-2023,1038,compulsory-elective
100422022-20231033,10042,2.0,2022-2023,1033,compulsory-elective
100422023-20241122,10042,2.0,2023-2024,1122,compulsory
100422023-20241273,10042,2.0,2023-2024,1273,compulsory-elective
100422023-20241126,10042,2.0,2023-2024,1126,compulsory-elective
100422023-20241115,10042,2.0,2023-2024,1115,compulsory-elective
100422023-20241134,10042,2.0,2023-2024,1134,elective
100422023-20241082,10042,2.0,2023-2024,1082,elective
100422023-20241068,10042,2.0,2023-2024,1068,elective
100422023-20241052,10042,2.0,2023-2024,1052,elective
100512013-20141184,10051,1.0,2013-2014,1184,compulsory
100512013-20141119,10051,1.0,2013-2014,1119,compulsory
100512013-20141246,10051,1.0,2013-2014,1246,compulsory-elective
100512013-20141192,10051,1.0,2013-2014,1192,compulsory-elective
100512013-20141180,10051,1.0,2013-2014,1180,compulsory-elective
100512013-20141177,10051,1.0,2013-2014,1177,compulsory-elective
100512013-20141252,10051,1.0,2013-2014,1252,elective
100512013-20141220,10051,1.0,2013-2014,1220,elective
100512013-20141175,10051,1.0,2013-2014,1175,elective
100512013-20141080,10051,1.0,2013-2014,1080,elective
100512013-20141077,10051,1.0,2013-2014,1077,elective
100512014-20151284,10051,1.0,2014-2015,1284,compulsory
100512014-20151213,10051,1.0,2014-2015,1213,compulsory-elective
100512014-20151122,10051,1.0,2014-2015,1122,compulsory-elective
100512014-20151052,10051,1.0,2014-2015,1052,compulsory-elective
100512014-20151207,10051,1.0,2014-2015,1207,elective
100512014-20151197,10051,1.0,2014-2015,1197,elective
100512014-20151167,10051,1.0,2014-2015,1167,elective
100512014-20151154,10051,1.0,2014-2015,1154,elective
100512014-20151128,10051,1.0,2014-2015,1128,elective
100512015-20161145,10051,1.0,2015-2016,1145,compulsory
100512015-20161061,10051,1.0,2015-2016,1061,compulsory
100512015-20161147,10051,1.0,2015-2016,1147,compulsory
100512015-20161128,10051,1.0,2015-2016,1128,compulsory
100512015-20161207,10051,1.0,2015-2016,1207,elective
100512015-20161188,10051,1.0,2015-2016,1188,elective
100512015-20161120,10051,1.0,2015-2016,1120,elective
100512015-20161103,10051,1.0,2015-2016,1103,elective
100512016-20171229,10051,1.0,2016-2017,1229,compulsory
100512016-20171036,10051,1.0,2016-2017,1036,compulsory
100512016-20171203,10051,1.0,2016-2017,1203,compulsory
100512016-20171095,10051,1.0,2016-2017,1095,compulsory
100512016-20171265,10051,1.0,2016-2017,1265,elective
100512016-20171165,10051,1.0,2016-2017,1165,elective
100512016-20171125,10051,1.0,2016-2017,1125,elective
100512016-20171052,10051,1.0,2016-2017,1052,elective
100512016-20171022,10051,1.0,2016-2017,1022,elective
100512016-20171003,10051,1.0,2016-2017,1003,elective
100512017-20181011,10051,1.0,2017-2018,1011,compulsory
100512017-20181172,10051,1.0,2017-2018,1172,compulsory-elective
100512017-20181095,10051,1.0,2017-2018,1095,compulsory-elective
100512017-20181277,10051,1.0,2017-2018,1277,elective
100512017-20181188,10051,1.0,2017-2018,1188,elective
100512017-20181126,10051,1.0,2017-2018,1126,elective
100512017-20181066,10051,1.0,2017-2018,1066,elective
100512017-20181042,10051,1.0,2017-2018,1042,elective
100512017-20181006,10051,1.0,2017-2018,1006,elective
100512018-20191178,10051,1.0,2018-2019,1178,compulsory
100512018-20191144,10051,1.0,2018-2019,1144,compulsory
100512018-20191283,10051,1.0,2018-2019,1283,compulsory
100512018-20191191,10051,1.0,2018-2019,1191,compulsory
100512018-20191288,10051,1.0,2018-2019,1288,elective
100512018-20191242,10051,1.0,2018-2019,1242,elective
100512018-20191231,10051,1.0,2018-2019,1231,elective
